Year,SERIES,UNIT_MEASURE,Value
2000,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,101.09936
2001,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,84.39113
2002,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,10.23443
2003,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,12.63001
2004,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,40.81368
2005,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,12.25095
2006,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,12.18584
2007,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,12.13656
2008,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,13.10506
2009,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,19.75389
2010,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,15.77551
2011,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,18.44187
2012,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,19.97311
2013,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,21.68472
2014,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,18.68206
2015,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,11.26415
2016,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,8.0169
2017,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,9.91406
2018,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,14.61436
2019,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,20.34949
2020,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,18.44821
2021,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,20.25887
2022,"Ukupni zvanični tokovi (isplate) za poljoprivredu, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,13.76176
