Year,SERIES,UNIT_MEASURE,Value
2006,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,214.044
2007,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,167.307
2008,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,144.706
2009,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,201.185
2010,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,254.307
2011,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,249.223
2012,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,238.12
2013,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,490.402
2014,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,576.24
2015,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,85.0652
2016,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,69.0774
2017,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,227.125
2018,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,187.97
2019,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,282.544
2020,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,161.307
2021,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,326.128
2022,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,39.651
2023,"Ukupni zvanični tokovi (obaveze) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,484.08
2006,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine.)",Milioni konstantni američki dolari,81.1979
2007,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine.)",Milioni konstantni američki dolari,97.2022
2008,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine.)",Milioni konstantni američki dolari,123.501
2009,"Ukupni zvanični tokovi (isplate) za pomoć trgovini, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine.)",Milioni konstantni američki dolari,106.707
