Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2000,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,0.0
2001,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,6.82
2002,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,0.3
2003,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,0.0
2004,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,7.33
2005,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,0.0
2006,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,12.81
2007,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,0.28
2008,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,23.54
2009,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,0.11
2010,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,97.29
2011,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,67.83
2012,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,1.03
2013,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,97.9
2014,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,185.38
2015,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,6.72
2016,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,3.89
2017,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,89.93
2018,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,1.5
2019,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,20.97
2020,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,3.73
2021,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,237.65
2022,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,408.1
2000,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.0
2001,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.0
2002,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.0
2003,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.0
2004,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.0
2005,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.0
2006,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.0
2007,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.3
2008,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.0
2009,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.0
2010,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.0
2011,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.99
2012,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.77
2013,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.82
2014,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.09
2015,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,1.2
2016,"Međunarodni finansijski tokovi prema zemljama u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnji obnovljive energije, uključujući hibridne sisteme (milioni konstantnih američkih dolara 2022.)",Milioni konstantni američki dolari,Bioenergija,0.2
