Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2015,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna banka za obnovu i razvoj,0.5319
2016,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna banka za obnovu i razvoj,0.5319
2017,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna banka za obnovu i razvoj,0.5291
2018,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna banka za obnovu i razvoj,0.5291
2019,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna banka za obnovu i razvoj,0.5291
2020,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna banka za obnovu i razvoj,0.5291
2021,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna banka za obnovu i razvoj,0.5291
2022,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna banka za obnovu i razvoj,0.5291
2015,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna finansijska korporacija,0.5435
2016,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna finansijska korporacija,0.5435
2017,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna finansijska korporacija,0.5435
2018,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna finansijska korporacija,0.5435
2019,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna finansijska korporacija,0.5435
2020,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna finansijska korporacija,0.5405
2021,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna finansijska korporacija,0.5405
2022,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna finansijska korporacija,0.5376
2015,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodni monetarni fond,0.5319
2016,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodni monetarni fond,0.5319
2017,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodni monetarni fond,0.5291
2018,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodni monetarni fond,0.5291
2019,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodni monetarni fond,0.5291
2020,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodni monetarni fond,0.5291
2021,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodni monetarni fond,0.5263
2022,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodni monetarni fond,0.5263
2015,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Generalna skupština UN-a,0.5181
2016,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Generalna skupština UN-a,0.5181
2017,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Generalna skupština UN-a,0.5181
2018,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Generalna skupština UN-a,0.5181
2019,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Generalna skupština UN-a,0.5181
2020,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Generalna skupština UN-a,0.5181
2021,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Generalna skupština UN-a,0.5181
2022,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Generalna skupština UN-a,0.5181
2010,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Vijeće sigurnosti UN-a,
2000,"Udio prava glasa zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna banka za obnovu i razvoj,0.0496
2005,"Udio prava glasa zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna banka za obnovu i razvoj,0.0494
2010,"Udio prava glasa zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna banka za obnovu i razvoj,0.0493
2015,"Udio prava glasa zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna banka za obnovu i razvoj,0.0543
2016,"Udio prava glasa zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna banka za obnovu i razvoj,0.5
2017,"Udio prava glasa zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Procenat,Međunarodna banka za obnovu i razvoj,0.057
