Year,SERIES,UNIT_MEASURE,Value
2000,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,20.14956
2001,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,43.995
2002,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,10.70413
2003,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,14.67445
2004,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,43.89724
2005,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,21.00883
2006,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,17.06004
2007,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,17.24927
2008,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,14.73173
2009,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,18.19714
2010,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,28.96376
2011,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,43.96096
2012,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,43.37348
2013,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,37.77209
2014,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,43.69131
2015,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,69.51713
2016,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,49.68914
2017,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,49.65471
2018,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,16.94918
2019,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,27.85823
2020,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,22.61613
2021,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,20.40756
2022,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)",Milioni konstantni američki dolari,7.07725
