Year,SERIES,UNIT_MEASURE,Value
2000,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,144.998375
2001,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,148.152951
2002,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,72.477524
2003,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,67.152718
2004,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,174.40491
2005,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,115.333942
2006,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,60.697177
2007,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,49.177688
2008,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,120.241041
2009,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,313.513518
2010,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,400.148916
2011,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,402.328354
2012,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,503.505481
2013,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,503.102272
2014,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,448.323311
2015,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,329.215132
2016,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,355.291126
2017,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,287.598142
2018,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,280.342752
2019,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,396.367073
2020,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,552.64742
2021,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,502.431713
2022,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,343.867054
2023,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primaocima (milioni konstantnih američkih dolara iz 2023. godine)",Konstantni američki dolari,307.860429
