Year,Value,UNIT_MEASURE,SERIES
2001,,PT,AG_PRD_AGVAS
2002,,PT,AG_PRD_AGVAS
2003,8.11,PT,AG_PRD_AGVAS
2004,8.58,PT,AG_PRD_AGVAS
2005,8.3,PT,AG_PRD_AGVAS
2006,8.05,PT,AG_PRD_AGVAS
2007,7.7,PT,AG_PRD_AGVAS
2008,7.21,PT,AG_PRD_AGVAS
2009,7.08,PT,AG_PRD_AGVAS
2010,6.8,PT,AG_PRD_AGVAS
2011,6.76,PT,AG_PRD_AGVAS
2012,6.14,PT,AG_PRD_AGVAS
2013,6.84,PT,AG_PRD_AGVAS
2014,5.95,PT,AG_PRD_AGVAS
2015,6.04,PT,AG_PRD_AGVAS
2016,6.17,PT,AG_PRD_AGVAS
2017,5.43,PT,AG_PRD_AGVAS
2018,5.72,PT,AG_PRD_AGVAS
2019,5.45,PT,AG_PRD_AGVAS
2020,5.91,PT,AG_PRD_AGVAS
2021,5.02,PT,AG_PRD_AGVAS
2022,4.83,PT,AG_PRD_AGVAS
2023,4.68,PT,AG_PRD_AGVAS
2024,4.28,PT,AG_PRD_AGVAS
2003,0.21,INDEX,AG_PRD_ORTIND
2004,0.2,INDEX,AG_PRD_ORTIND
2005,0.21,INDEX,AG_PRD_ORTIND
2006,0.21,INDEX,AG_PRD_ORTIND
2007,0.22,INDEX,AG_PRD_ORTIND
2008,0.24,INDEX,AG_PRD_ORTIND
2009,0.25,INDEX,AG_PRD_ORTIND
2010,0.25,INDEX,AG_PRD_ORTIND
2011,0.25,INDEX,AG_PRD_ORTIND
2012,0.28,INDEX,AG_PRD_ORTIND
2013,0.25,INDEX,AG_PRD_ORTIND
2014,0.28,INDEX,AG_PRD_ORTIND
2015,0.31,INDEX,AG_PRD_ORTIND
2016,0.25,INDEX,AG_PRD_ORTIND
2017,0.3,INDEX,AG_PRD_ORTIND
2018,0.26,INDEX,AG_PRD_ORTIND
2019,0.27,INDEX,AG_PRD_ORTIND
2020,0.3,INDEX,AG_PRD_ORTIND
2021,0.34,INDEX,AG_PRD_ORTIND
2022,0.4,INDEX,AG_PRD_ORTIND
2023,0.47,INDEX,AG_PRD_ORTIND
2024,0.47,INDEX,AG_PRD_ORTIND
2003,1.72,PT,AG_XPD_AGSGB
2004,1.72,PT,AG_XPD_AGSGB
2005,1.72,PT,AG_XPD_AGSGB
2006,1.72,PT,AG_XPD_AGSGB
2007,1.72,PT,AG_XPD_AGSGB
2008,1.72,PT,AG_XPD_AGSGB
2009,1.73,PT,AG_XPD_AGSGB
2010,1.72,PT,AG_XPD_AGSGB
2011,1.71,PT,AG_XPD_AGSGB
2012,1.75,PT,AG_XPD_AGSGB
2013,1.7,PT,AG_XPD_AGSGB
2014,1.69,PT,AG_XPD_AGSGB
2015,1.86,PT,AG_XPD_AGSGB
2016,1.55,PT,AG_XPD_AGSGB
2017,1.65,PT,AG_XPD_AGSGB
2018,1.51,PT,AG_XPD_AGSGB
2019,1.49,PT,AG_XPD_AGSGB
2020,1.8,PT,AG_XPD_AGSGB
2021,1.72,PT,AG_XPD_AGSGB
2022,1.95,PT,AG_XPD_AGSGB
2023,2.21,PT,AG_XPD_AGSGB
2024,2.0,PT,AG_XPD_AGSGB
