Year,Value,UNIT_MEASURE,SERIES
2000,0.50427,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2001,0.93124,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2002,0.13716,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2003,0.25946,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2004,0.23325,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2005,0.1206,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2006,0.14395,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2007,0.10573,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2008,0.0942,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2009,0.06307,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2010,0.14942,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2011,0.18138,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2012,0.2754,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2013,0.16629,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2014,0.09826,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2015,0.26073,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2016,0.16104,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2017,0.13307,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2018,0.076,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2019,0.09864,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2020,0.13627,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2021,0.29823,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2022,0.14972,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
2023,0.09972,Percent,"Official development assistance grants for poverty reduction, by recipient countries (percentage of GNI)"
