Year,Value,UNIT_MEASURE,SERIES
2000,10.251391,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2001,5.959862,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2002,5.934297,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2003,9.059809,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2004,5.036098,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2005,4.411064,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2006,16.544659,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2007,10.931366,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2008,7.820505,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2009,2.888924,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2010,8.542935,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2011,8.542935,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2012,6.679893,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2013,7.360304,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2014,6.120338,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2015,5.778315,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2016,41.223796,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2017,39.861176,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2018,14.74644,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2019,9.97931,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2020,17.55748,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2021,59.916874,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2022,37.775416,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2023,24.030557,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2010,8.4813,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2011,6.6205,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2012,7.2954,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2013,5.7514,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2014,11.344,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2015,4.7808,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2016,39.367,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2017,37.458,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2018,11.47,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2019,6.6491,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2020,12.858,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2021,52.9241,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2022,30.5069,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)"
2023,15.2903,Millions of constant United States dollars,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)"
