Year,Value,UNIT_MEASURE,SERIES
2000,52,Percent,Proportion of population with primary reliance on clean fuels and technology
2001,51,Percent,Proportion of population with primary reliance on clean fuels and technology
2002,51,Percent,Proportion of population with primary reliance on clean fuels and technology
2003,51,Percent,Proportion of population with primary reliance on clean fuels and technology
2004,49,Percent,Proportion of population with primary reliance on clean fuels and technology
2005,49,Percent,Proportion of population with primary reliance on clean fuels and technology
2006,48,Percent,Proportion of population with primary reliance on clean fuels and technology
2007,47,Percent,Proportion of population with primary reliance on clean fuels and technology
2008,47,Percent,Proportion of population with primary reliance on clean fuels and technology
2009,46,Percent,Proportion of population with primary reliance on clean fuels and technology
2010,45,Percent,Proportion of population with primary reliance on clean fuels and technology
2011,45,Percent,Proportion of population with primary reliance on clean fuels and technology
2012,44,Percent,Proportion of population with primary reliance on clean fuels and technology
2013,44,Percent,Proportion of population with primary reliance on clean fuels and technology
2014,44,Percent,Proportion of population with primary reliance on clean fuels and technology
2015,44,Percent,Proportion of population with primary reliance on clean fuels and technology
2016,45,Percent,Proportion of population with primary reliance on clean fuels and technology
2017,45,Percent,Proportion of population with primary reliance on clean fuels and technology
2018,45,Percent,Proportion of population with primary reliance on clean fuels and technology
2019,45,Percent,Proportion of population with primary reliance on clean fuels and technology
