Year,Value,UNIT_MEASURE,SERIES
2005,731,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2006,1196,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2007,1281,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2008,1295,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2009,580,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2010,936,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2011,668,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2012,1091,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2013,986,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2014,551,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2015,946,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2016,656,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2017,1008,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2018,993,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2019,691,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2020,789,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2021,1093,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
2022,448,Millions of current United States dollars,"TTotal assistance for development, by recipient countries (millions of current United States dollars)"
