Year,Value,UNIT_MEASURE,SERIES
2000,17,"Per 100,000 live births",Maternal mortality ratio
2001,16,"Per 100,000 live births",Maternal mortality ratio
2002,14,"Per 100,000 live births",Maternal mortality ratio
2003,14,"Per 100,000 live births",Maternal mortality ratio
2004,14,"Per 100,000 live births",Maternal mortality ratio
2005,13,"Per 100,000 live births",Maternal mortality ratio
2006,13,"Per 100,000 live births",Maternal mortality ratio
2007,13,"Per 100,000 live births",Maternal mortality ratio
2008,11,"Per 100,000 live births",Maternal mortality ratio
2009,11,"Per 100,000 live births",Maternal mortality ratio
2010,11,"Per 100,000 live births",Maternal mortality ratio
2011,10,"Per 100,000 live births",Maternal mortality ratio
2012,10,"Per 100,000 live births",Maternal mortality ratio
2013,10,"Per 100,000 live births",Maternal mortality ratio
2014,10,"Per 100,000 live births",Maternal mortality ratio
2015,10,"Per 100,000 live births",Maternal mortality ratio
2016,10,"Per 100,000 live births",Maternal mortality ratio
2017,10,"Per 100,000 live births",Maternal mortality ratio
