Year,Value,UNIT_MEASURE,SERIES
2003,83.47171,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2004,86.24788,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2005,59.63647,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2006,61.56456,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2007,57.82445,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2008,51.96723,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2009,46.89452,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2010,49.15388,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2011,51.64659,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2012,50.37305,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2013,49.38217,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2014,48.5627,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2015,53.03225,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2016,54.53435,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2017,56.42694,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2018,56.2608,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2019,55.88266,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2020,45.34085,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2021,52.49757,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2022,54.57984,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
2023,51.77139,Percent,Proportion of domestic budget funded by domestic taxes (% of GDP)
