Year,Value,UNIT_MEASURE,SERIES
2004,43.7,Percent,Labour share of GDP
2005,43.3,Percent,Labour share of GDP
2006,43.8,Percent,Labour share of GDP
2007,43.7,Percent,Labour share of GDP
2008,43.8,Percent,Labour share of GDP
2009,44.8,Percent,Labour share of GDP
2010,44.1,Percent,Labour share of GDP
2011,44.1,Percent,Labour share of GDP
2012,44.4,Percent,Labour share of GDP
2013,43.8,Percent,Labour share of GDP
2014,43.9,Percent,Labour share of GDP
2015,43.8,Percent,Labour share of GDP
2016,41.8,Percent,Labour share of GDP
2017,43.8,Percent,Labour share of GDP
2018,43.6,Percent,Labour share of GDP
2019,43.8,Percent,Labour share of GDP
