Year,Value,UNIT_MEASURE,SERIES
2000,29.17,PT,Proportion of medium and high-tech industry value added in total value added
2001,14.99,PT,Proportion of medium and high-tech industry value added in total value added
2002,14.99,PT,Proportion of medium and high-tech industry value added in total value added
2003,14.99,PT,Proportion of medium and high-tech industry value added in total value added
2004,14.99,PT,Proportion of medium and high-tech industry value added in total value added
2005,14.99,PT,Proportion of medium and high-tech industry value added in total value added
2006,14.99,PT,Proportion of medium and high-tech industry value added in total value added
2007,14.99,PT,Proportion of medium and high-tech industry value added in total value added
2008,14.99,PT,Proportion of medium and high-tech industry value added in total value added
2009,14.99,PT,Proportion of medium and high-tech industry value added in total value added
2010,14.99,PT,Proportion of medium and high-tech industry value added in total value added
2011,16.33,PT,Proportion of medium and high-tech industry value added in total value added
2012,18.03,PT,Proportion of medium and high-tech industry value added in total value added
2013,17.2,PT,Proportion of medium and high-tech industry value added in total value added
2014,17.35,PT,Proportion of medium and high-tech industry value added in total value added
2015,18.35,PT,Proportion of medium and high-tech industry value added in total value added
2016,17.18,PT,Proportion of medium and high-tech industry value added in total value added
2017,17.93,PT,Proportion of medium and high-tech industry value added in total value added
2018,19.07,PT,Proportion of medium and high-tech industry value added in total value added
2019,17.63,PT,Proportion of medium and high-tech industry value added in total value added
2020,17.86,PT,Proportion of medium and high-tech industry value added in total value added
