Year,Value,UNIT_MEASURE,SERIES
2003,55.34689,Per million population,Researchers (in full-time equivalent) per million inhabitants
2004,57.25219,Per million population,Researchers (in full-time equivalent) per million inhabitants
2005,61.48538,Per million population,Researchers (in full-time equivalent) per million inhabitants
2006,164.44144,Per million population,Researchers (in full-time equivalent) per million inhabitants
2007,184.20563,Per million population,Researchers (in full-time equivalent) per million inhabitants
2012,155.74572,Per million population,Researchers (in full-time equivalent) per million inhabitants
2013,228.0143,Per million population,Researchers (in full-time equivalent) per million inhabitants
2014,283.73763,Per million population,Researchers (in full-time equivalent) per million inhabitants
2015,353.6653,Per million population,Researchers (in full-time equivalent) per million inhabitants
2016,406.85468,Per million population,Researchers (in full-time equivalent) per million inhabitants
2017,471.50932,Per million population,Researchers (in full-time equivalent) per million inhabitants
2018,459.76526,Per million population,Researchers (in full-time equivalent) per million inhabitants
2019,451.01282,Per million population,Researchers (in full-time equivalent) per million inhabitants
2020,446.11618,Per million population,Researchers (in full-time equivalent) per million inhabitants
2021,445.69281,Per million population,Researchers (in full-time equivalent) per million inhabitants
2022,540.14789,Per million population,Researchers (in full-time equivalent) per million inhabitants
2023,669.76765,Per million population,Researchers (in full-time equivalent) per million inhabitants
2024,705.15606,Per million population,Researchers (in full-time equivalent) per million inhabitants
