Year,Value,UNIT_MEASURE,SERIES
2000,28.3947,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2001,25.8596,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2002,22.2307,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2003,20.4509,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2004,20.2156,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2005,18.1571,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2006,16.704,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2007,17.0256,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2008,14.2191,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2009,12.0759,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2010,10.6094,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2011,10.5031,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2012,10.7143,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2013,10.7705,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2014,11.3539,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2015,10.9795,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2016,10.7846,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2017,11.0053,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2018,11.047,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2019,11.3881,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2020,9.5473,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2021,10.4778,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
2022,10.547,Percent,Volume of remittances (in United States dollars) as a proportion of total GDP
