Year,Value,UNIT_MEASURE,SERIES
2000,6.67,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2001,5.36,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2002,5.35,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2003,5.14,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2004,5.29,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2005,5.32,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2006,5.29,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2007,5.0,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2008,5.32,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2009,5.59,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2010,5.79,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2011,6.31,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2012,5.96,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2013,5.62,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2014,5.16,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2015,5.1,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2016,5.14,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2017,5.22,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2018,5.57,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2019,5.23,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2020,5.31,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2021,5.12,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
2022,4.86,Megajoules per USD constant PPP GDP,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP)
