Year,Value,UNIT_MEASURE,SERIES
2000,158,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2001,141,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2002,87,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2003,84,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2004,103,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2005,87,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2006,73,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2007,99,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2008,73,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2009,74,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2010,57,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2011,59,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2012,61,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2013,54,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2014,51,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2015,46,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2016,38,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2017,32,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2018,28,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2019,25,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2020,25,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2021,23,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2022,21,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2023,20,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
2024,21,"Per 100,000 population","Tuberculosis incidence (per 100,000 population)"
