Year,Value,UNIT_MEASURE,SERIES
2000,83,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2001,82,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2002,56,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2003,59,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2004,78,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2005,70,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2006,59,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2007,79,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2008,57,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2009,58,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2010,45,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2011,46,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2012,49,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2013,44,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2014,43,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2015,40,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2016,33,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2017,29,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2018,25,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2019,27,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2020,26,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
2021,25,Na 100 000 stanovnika,Učestalost tuberkuloze (na 100.000 stanovnika)
