Year,Value,UNIT_MEASURE,SERIES
2003,55.34689,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2004,57.25219,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2005,61.48538,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2006,164.44144,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2007,184.20563,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2012,155.74572,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2013,228.0143,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2014,283.73763,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2015,353.6653,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2016,406.85468,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2017,471.50932,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2018,459.76526,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2019,451.01282,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2020,446.11618,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2021,445.69281,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2022,540.14789,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2023,669.76765,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
2024,705.15606,Na milijun stanovnika,Istraživači (u ekvivalentu punog radnog vremena) na milijun stanovnika
