Year,Value,UNIT_MEASURE,SERIES
2000,8.81,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2001,8.84,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2002,9.05,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2003,8.98,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2004,8.85,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2005,9.11,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2006,9.88,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2007,10.32,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2008,10.42,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2009,10.15,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2010,10.79,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2011,10.69,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2012,10.69,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2013,10.97,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2014,11.31,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2015,11.67,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2016,11.93,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2017,12.28,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2018,12.43,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2019,12.58,Postotak,Dodana vrijednost u proizvodnji kao udio u BDP-u
2000,250.0,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2001,257.3,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2002,276.5,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2003,284.9,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2004,298.4,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2005,318.8,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2006,364.4,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2007,403.4,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2008,430.3,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2009,430.3,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2010,441.9,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2011,447.0,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2012,450.4,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2013,481.3,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2014,510.6,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2015,551.7,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2016,588.8,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2017,631.4,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2018,667.4,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
2019,699.2,konstantni američki dolari,Dodana vrijednost proizvodnje po glavi stanovnika
