Year,Value,UNIT_MEASURE,SERIES
2000,0.0004,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2001,0.0007,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2002,0.0011,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2003,0.0015,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2004,0.0019,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2005,0.0019,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2006,0.0019,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2007,0.0019,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2008,0.0019,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2009,0.0019,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2010,0.0019,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2011,0.0018,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2012,0.0018,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2013,0.0018,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2014,0.0018,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2015,0.0019,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2016,0.0019,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2017,0.0019,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2018,0.002,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2019,0.002,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2020,0.002,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2021,0.002,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2022,0.0019,Postotak,"Jezera i rijeke, trajno vodno područje (% ukupne površine kopna)"
2000,19.38761,Kvadratnih kilometara,"Jezera i rijeke, trajno vodno područje (kvadratnih kilometara)"
2001,37.91617,Kvadratnih kilometara,"Jezera i rijeke, trajno vodno područje (kvadratnih kilometara)"
2002,58.35049,Kvadratnih kilometara,"Jezera i rijeke, trajno vodno područje (kvadratnih kilometara)"
2003,78.85137,Kvadratnih kilometara,"Jezera i rijeke, trajno vodno područje (kvadratnih kilometara)"
