Year,SERIES,UNIT_MEASURE,Value
2006,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,214.044
2007,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,167.307
2008,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,144.706
2009,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,201.185
2010,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,254.307
2011,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,249.223
2012,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,238.12
2013,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,490.402
2014,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,576.24
2015,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,85.0652
2016,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,69.0774
2017,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,227.125
2018,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,187.97
2019,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,282.544
2020,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,161.307
2021,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,326.128
2022,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,39.651
2023,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,484.08
2006,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,81.1979
2007,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,97.2022
2008,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,123.501
2009,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,106.707
2010,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,132.035
2011,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,316.703
2012,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,337.997
2013,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,267.411
2014,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,268.993
2015,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,168.585
2016,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,245.998
2017,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,246.639
2018,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,212.468
2019,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,218.588
2020,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,289.427
2021,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,284.734
2022,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,183.54
2023,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,193.282
