Year,SERIES,UNIT_MEASURE,Value
2000,Universal health coverage (UHC) service coverage index,Index,
2005,Universal health coverage (UHC) service coverage index,Index,
2010,Universal health coverage (UHC) service coverage index,Index,
2015,Universal health coverage (UHC) service coverage index,Index,
2017,Universal health coverage (UHC) service coverage index,Index,
2019,Universal health coverage (UHC) service coverage index,Index,
2021,Universal health coverage (UHC) service coverage index,Index,
2000,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,54.0
2001,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,54.0
2002,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,55.0
2003,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,55.0
2004,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,56.0
2005,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,56.0
2006,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,57.0
2007,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,57.0
2008,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,58.0
2009,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,58.0
2010,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,59.0
2011,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,60.0
2012,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,61.0
2013,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,62.0
2014,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,63.0
2015,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,64.0
2016,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,65.0
2017,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,62.0
2018,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,63.0
2019,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,64.0
2020,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,64.0
2021,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,64.0
2022,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,64.0
2023,"Universal health coverage (UHC) service coverage index, 2025 methodology",Index,64.0
