Year,SERIES,UNIT_MEASURE,Value
2000,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,6.67
2001,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.36
2002,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.35
2003,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.14
2004,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.29
2005,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.32
2006,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.29
2007,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.0
2008,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.32
2009,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.59
2010,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.79
2011,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,6.31
2012,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.96
2013,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.62
2014,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.16
2015,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.1
2016,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.14
2017,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.22
2018,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.57
2019,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.23
2020,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.31
2021,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,5.12
2022,Energy intensity level of primary energy (megajoules per constant 2021 purchasing power parity GDP),Megajoules per USD constant PPP GDP,4.86
