Year,SERIES,UNIT_MEASURE,Value
2000,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",10802.44834
2001,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",9647.922
2002,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",8848.91557
2003,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",6711.33553
2004,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",5271.49539
2005,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",2622.92602
2006,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",4709.90732
2007,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",1927.85406
2008,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",1864.58337
2009,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",1787.67463
2010,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",1640.56014
2011,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",1555.59185
2012,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",1405.96886
2013,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",741.00384
2014,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",614.11019
2015,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",533.89522
2016,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",524.53394
2017,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",516.54974
2018,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",501.06383
2019,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",495.60286
2020,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",473.45874
2021,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",562.54749
2022,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",605.67554
2023,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",604.63262
2024,"Number of refugees per 100,000 population, by country of origin (per 100,000 population)","Per 100,000 population",843.52131
