Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2020,IS_RDP_FRGVOL,Tonne kilometres,Aire,
2018,IS_RDP_FRGVOL,Tonne kilometres,Inland waterway transport,
2019,IS_RDP_FRGVOL,Tonne kilometres,Inland waterway transport,
2019,IS_RDP_FRGVOL,Tonne kilometres,Rail,
2020,IS_RDP_FRGVOL,Tonne kilometres,Rail,
2018,IS_RDP_FRGVOL,Tonne kilometres,Road,
2020,IS_RDP_FRGVOL,Tonne kilometres,Road,
2019,IS_RDP_PFVOL,Passenger kilometres,Aire,7353050.0
2018,IS_RDP_PFVOL,Passenger kilometres,Rail,
2019,IS_RDP_PFVOL,Passenger kilometres,Rail,
2020,IS_RDP_PFVOL,Passenger kilometres,Rail,
2018,IS_RDP_PFVOL,Passenger kilometres,Road,
2019,IS_RDP_PFVOL,Passenger kilometres,Road,
2020,IS_RDP_PFVOL,Passenger kilometres,Road,
