Year,SERIES,UNIT_MEASURE,Value
2003,Researchers (in full-time equivalent) per million inhabitants,Per million population,55.34689
2004,Researchers (in full-time equivalent) per million inhabitants,Per million population,57.25219
2005,Researchers (in full-time equivalent) per million inhabitants,Per million population,61.48538
2006,Researchers (in full-time equivalent) per million inhabitants,Per million population,164.44144
2007,Researchers (in full-time equivalent) per million inhabitants,Per million population,184.20563
2012,Researchers (in full-time equivalent) per million inhabitants,Per million population,155.74572
2013,Researchers (in full-time equivalent) per million inhabitants,Per million population,228.0143
2014,Researchers (in full-time equivalent) per million inhabitants,Per million population,283.73763
2015,Researchers (in full-time equivalent) per million inhabitants,Per million population,353.6653
2016,Researchers (in full-time equivalent) per million inhabitants,Per million population,406.85468
2017,Researchers (in full-time equivalent) per million inhabitants,Per million population,471.50932
2018,Researchers (in full-time equivalent) per million inhabitants,Per million population,459.76526
2019,Researchers (in full-time equivalent) per million inhabitants,Per million population,451.01282
2020,Researchers (in full-time equivalent) per million inhabitants,Per million population,446.11618
2021,Researchers (in full-time equivalent) per million inhabitants,Per million population,445.69281
2022,Researchers (in full-time equivalent) per million inhabitants,Per million population,540.14789
2023,Researchers (in full-time equivalent) per million inhabitants,Per million population,669.76765
2024,Researchers (in full-time equivalent) per million inhabitants,Per million population,705.15606
