Year,SERIES,UNIT_MEASURE,Value
2010,Number of people requiring interventions against neglected tropical diseases,Number,1
2011,Number of people requiring interventions against neglected tropical diseases,Number,0
2012,Number of people requiring interventions against neglected tropical diseases,Number,0
2013,Number of people requiring interventions against neglected tropical diseases,Number,1
2014,Number of people requiring interventions against neglected tropical diseases,Number,2
2015,Number of people requiring interventions against neglected tropical diseases,Number,0
2016,Number of people requiring interventions against neglected tropical diseases,Number,0
2017,Number of people requiring interventions against neglected tropical diseases,Number,0
2018,Number of people requiring interventions against neglected tropical diseases,Number,0
2019,Number of people requiring interventions against neglected tropical diseases,Number,0
2020,Number of people requiring interventions against neglected tropical diseases,Number,0
