Year,SERIES,UNIT_MEASURE,Value
2000,Foreign direct investment (FDI) inflows,Millions of current United States dollars,146.07558
2001,Foreign direct investment (FDI) inflows,Millions of current United States dollars,118.86707
2002,Foreign direct investment (FDI) inflows,Millions of current United States dollars,265.17369
2003,Foreign direct investment (FDI) inflows,Millions of current United States dollars,381.05307
2004,Foreign direct investment (FDI) inflows,Millions of current United States dollars,511.18617
2005,Foreign direct investment (FDI) inflows,Millions of current United States dollars,351.18582
2006,Foreign direct investment (FDI) inflows,Millions of current United States dollars,554.69003
2007,Foreign direct investment (FDI) inflows,Millions of current United States dollars,1819.24423
2008,Foreign direct investment (FDI) inflows,Millions of current United States dollars,1001.64769
2009,Foreign direct investment (FDI) inflows,Millions of current United States dollars,249.9485
2010,Foreign direct investment (FDI) inflows,Millions of current United States dollars,406.08909
2011,Foreign direct investment (FDI) inflows,Millions of current United States dollars,496.52508
2012,Foreign direct investment (FDI) inflows,Millions of current United States dollars,394.87324
2013,Foreign direct investment (FDI) inflows,Millions of current United States dollars,276.36197
2014,Foreign direct investment (FDI) inflows,Millions of current United States dollars,550.1991
2015,Foreign direct investment (FDI) inflows,Millions of current United States dollars,361.14013
2016,Foreign direct investment (FDI) inflows,Millions of current United States dollars,349.75913
2017,Foreign direct investment (FDI) inflows,Millions of current United States dollars,491.88802
2018,Foreign direct investment (FDI) inflows,Millions of current United States dollars,581.38305
2019,Foreign direct investment (FDI) inflows,Millions of current United States dollars,457.51398
2020,Foreign direct investment (FDI) inflows,Millions of current United States dollars,479.64858
2021,Foreign direct investment (FDI) inflows,Millions of current United States dollars,715.56311
2022,Foreign direct investment (FDI) inflows,Millions of current United States dollars,816.15644
2023,Foreign direct investment (FDI) inflows,Millions of current United States dollars,1047.7504
2024,Foreign direct investment (FDI) inflows,Millions of current United States dollars,1113.37777
2019,Gross receipts by developing countries of official sustainable development grants (millions of United States dollars),Millions of current United States dollars,290.9462
2020,Gross receipts by developing countries of official sustainable development grants (millions of United States dollars),Millions of current United States dollars,352.68284
2021,Gross receipts by developing countries of official sustainable development grants (millions of United States dollars),Millions of current United States dollars,359.04828
2022,Gross receipts by developing countries of official sustainable development grants (millions of United States dollars),Millions of current United States dollars,281.25091
2023,Gross receipts by developing countries of official sustainable development grants (millions of United States dollars),Millions of current United States dollars,333.6494
2024,Gross receipts by developing countries of official sustainable development grants (millions of United States dollars),Millions of current United States dollars,334.72363
2016,Gross receipts by developing countries of mobilised private finance (MPF) - on an experimental basis (millions of United States dollars),Millions of current United States dollars,276.8741
2017,Gross receipts by developing countries of mobilised private finance (MPF) - on an experimental basis (millions of United States dollars),Millions of current United States dollars,7.71555
2018,Gross receipts by developing countries of mobilised private finance (MPF) - on an experimental basis (millions of United States dollars),Millions of current United States dollars,201.69524
2019,Gross receipts by developing countries of mobilised private finance (MPF) - on an experimental basis (millions of United States dollars),Millions of current United States dollars,34.10933
2020,Gross receipts by developing countries of mobilised private finance (MPF) - on an experimental basis (millions of United States dollars),Millions of current United States dollars,211.41827
2021,Gross receipts by developing countries of mobilised private finance (MPF) - on an experimental basis (millions of United States dollars),Millions of current United States dollars,225.10251
2022,Gross receipts by developing countries of mobilised private finance (MPF) - on an experimental basis (millions of United States dollars),Millions of current United States dollars,215.22146
2023,Gross receipts by developing countries of mobilised private finance (MPF) - on an experimental basis (millions of United States dollars),Millions of current United States dollars,97.38834
2024,Gross receipts by developing countries of mobilised private finance (MPF) - on an experimental basis (millions of United States dollars),Millions of current United States dollars,143.53746
2019,Gross receipts by developing countries of official concessional sustainable development loans (millions of United States dollars),Millions of current United States dollars,202.80984
2020,Gross receipts by developing countries of official concessional sustainable development loans (millions of United States dollars),Millions of current United States dollars,139.12384
2021,Gross receipts by developing countries of official concessional sustainable development loans (millions of United States dollars),Millions of current United States dollars,251.65557
2022,Gross receipts by developing countries of official concessional sustainable development loans (millions of United States dollars),Millions of current United States dollars,101.73247
2023,Gross receipts by developing countries of official concessional sustainable development loans (millions of United States dollars),Millions of current United States dollars,169.17227
2024,Gross receipts by developing countries of official concessional sustainable development loans (millions of United States dollars),Millions of current United States dollars,181.75427
2019,Gross receipts by developing countries of official non-concessional sustainable development loans (millions of United States dollars),Millions of current United States dollars,206.29082
2020,Gross receipts by developing countries of official non-concessional sustainable development loans (millions of United States dollars),Millions of current United States dollars,419.31387
2021,Gross receipts by developing countries of official non-concessional sustainable development loans (millions of United States dollars),Millions of current United States dollars,492.29026
2022,Gross receipts by developing countries of official non-concessional sustainable development loans (millions of United States dollars),Millions of current United States dollars,369.46213
2023,Gross receipts by developing countries of official non-concessional sustainable development loans (millions of United States dollars),Millions of current United States dollars,157.8155
2024,Gross receipts by developing countries of official non-concessional sustainable development loans (millions of United States dollars),Millions of current United States dollars,354.50299
2016,Gross receipts by developing countries of private grants (millions of United States dollars),Millions of current United States dollars,0.4818
2017,Gross receipts by developing countries of private grants (millions of United States dollars),Millions of current United States dollars,0.16011
2018,Gross receipts by developing countries of private grants (millions of United States dollars),Millions of current United States dollars,2.41508
2020,Gross receipts by developing countries of private grants (millions of United States dollars),Millions of current United States dollars,0.29894
2021,Gross receipts by developing countries of private grants (millions of United States dollars),Millions of current United States dollars,2.91168
2022,Gross receipts by developing countries of private grants (millions of United States dollars),Millions of current United States dollars,0.48472
2023,Gross receipts by developing countries of private grants (millions of United States dollars),Millions of current United States dollars,0.30331
2024,Gross receipts by developing countries of private grants (millions of United States dollars),Millions of current United States dollars,2.48768
