Year,SERIES,UNIT_MEASURE,Value
2000,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,10.251391
2001,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,5.959862
2002,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,5.934297
2003,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,9.059809
2004,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,5.036098
2005,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,4.411064
2006,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,16.544659
2007,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,10.931366
2008,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,7.820505
2009,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,2.888924
2010,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,8.542935
2011,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,8.542935
2012,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,6.679893
2013,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,7.360304
2014,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,6.120338
2015,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,5.778315
2016,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,41.223796
2017,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,39.861176
2018,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,14.74644
2019,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,9.97931
2020,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,17.55748
2021,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,59.916874
2022,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,37.775416
2023,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,24.030557
2010,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,8.4813
2011,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,6.6205
2012,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,7.2954
2013,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,5.7514
2014,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,11.344
2015,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,4.7808
2016,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,39.367
2017,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,37.458
2018,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,11.47
2019,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,6.6491
2020,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,12.858
2021,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,52.9241
2022,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,30.5069
2023,"Total official development assistance to medical research and basic heath sectors, net disbursement, by recipient countries (millions of constant 2023 United States dollars)",Millions of constant United States dollars,15.2903
