Year,SERIES,UNIT_MEASURE,Value
2000,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",158
2001,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",141
2002,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",87
2003,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",84
2004,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",103
2005,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",87
2006,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",73
2007,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",99
2008,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",73
2009,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",74
2010,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",57
2011,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",59
2012,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",61
2013,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",54
2014,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",51
2015,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",46
2016,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",38
2017,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",32
2018,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",28
2019,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",25
2020,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",25
2021,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",23
2022,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",21
2023,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",20
2024,"Tuberculosis incidence (per 100,000 population)","Per 100,000 population",21
