Year,SERIES,UNIT_MEASURE,Value
2000,Liquid assets to short term liabilities (%),PT,54.0494
2001,Liquid assets to short term liabilities (%),PT,65.07871
2002,Liquid assets to short term liabilities (%),PT,51.51903
2003,Liquid assets to short term liabilities (%),PT,58.73752
2004,Liquid assets to short term liabilities (%),PT,59.52544
2005,Liquid assets to short term liabilities (%),PT,61.91274
2006,Liquid assets to short term liabilities (%),PT,60.77306
2007,Liquid assets to short term liabilities (%),PT,61.28471
2008,Liquid assets to short term liabilities (%),PT,78.89405
2009,Liquid assets to short term liabilities (%),PT,81.60722
2010,Liquid assets to short term liabilities (%),PT,71.74154
2011,Liquid assets to short term liabilities (%),PT,67.32943
2012,Liquid assets to short term liabilities (%),PT,65.28876
2013,Liquid assets to short term liabilities (%),PT,65.89659
2014,Liquid assets to short term liabilities (%),PT,65.61993
2015,Liquid assets to short term liabilities (%),PT,61.92074
2016,Liquid assets to short term liabilities (%),PT,61.61892
2017,Liquid assets to short term liabilities (%),PT,59.85051
2018,Liquid assets to short term liabilities (%),PT,60.43847
2019,Liquid assets to short term liabilities (%),PT,61.03062
2020,Liquid assets to short term liabilities (%),PT,51.34221
2003,Net open position in foreign exchange to capital (%),PT,33.09814
2004,Net open position in foreign exchange to capital (%),PT,9.20791
2005,Net open position in foreign exchange to capital (%),PT,6.34987
2006,Net open position in foreign exchange to capital (%),PT,6.81397
2007,Net open position in foreign exchange to capital (%),PT,4.3397
2008,Net open position in foreign exchange to capital (%),PT,4.61266
2009,Net open position in foreign exchange to capital (%),PT,1.31004
2010,Net open position in foreign exchange to capital (%),PT,3.41532
2011,Net open position in foreign exchange to capital (%),PT,12.70493
2012,Net open position in foreign exchange to capital (%),PT,4.41682
2013,Net open position in foreign exchange to capital (%),PT,5.72097
2014,Net open position in foreign exchange to capital (%),PT,9.85365
2015,Net open position in foreign exchange to capital (%),PT,8.30719
2016,Net open position in foreign exchange to capital (%),PT,1.58889
2017,Net open position in foreign exchange to capital (%),PT,-0.21428
2018,Net open position in foreign exchange to capital (%),PT,2.10767
2019,Net open position in foreign exchange to capital (%),PT,3.42322
2020,Net open position in foreign exchange to capital (%),PT,4.17421
2000,Non-performing loans net of provisions to capital (%),PT,30.30251
2001,Non-performing loans net of provisions to capital (%),PT,33.46471
2002,Non-performing loans net of provisions to capital (%),PT,24.41932
2003,Non-performing loans net of provisions to capital (%),PT,19.77382
2004,Non-performing loans net of provisions to capital (%),PT,15.53339
2005,Non-performing loans net of provisions to capital (%),PT,15.65278
2006,Non-performing loans net of provisions to capital (%),PT,11.76116
2007,Non-performing loans net of provisions to capital (%),PT,9.53645
2008,Non-performing loans net of provisions to capital (%),PT,10.27404
2009,Non-performing loans net of provisions to capital (%),PT,19.64209
2010,Non-performing loans net of provisions to capital (%),PT,32.8362
2011,Non-performing loans net of provisions to capital (%),PT,20.59918
2012,Non-performing loans net of provisions to capital (%),PT,24.78804
2013,Non-performing loans net of provisions to capital (%),PT,26.44458
2014,Non-performing loans net of provisions to capital (%),PT,24.63512
2015,Non-performing loans net of provisions to capital (%),PT,24.8954
2016,Non-performing loans net of provisions to capital (%),PT,17.55071
2017,Non-performing loans net of provisions to capital (%),PT,13.51627
2018,Non-performing loans net of provisions to capital (%),PT,11.42326
2019,Non-performing loans net of provisions to capital (%),PT,9.61235
2020,Non-performing loans net of provisions to capital (%),PT,7.3803
2000,Non-performing loans to total gross loans (%),PT,21.21596
2001,Non-performing loans to total gross loans (%),PT,17.9071
2002,Non-performing loans to total gross loans (%),PT,11.01722
2003,Non-performing loans to total gross loans (%),PT,8.38583
2004,Non-performing loans to total gross loans (%),PT,6.07354
2005,Non-performing loans to total gross loans (%),PT,5.2756
2006,Non-performing loans to total gross loans (%),PT,3.99876
2007,Non-performing loans to total gross loans (%),PT,3.01859
2008,Non-performing loans to total gross loans (%),PT,3.0912
2009,Non-performing loans to total gross loans (%),PT,5.87121
2010,Non-performing loans to total gross loans (%),PT,11.42178
2011,Non-performing loans to total gross loans (%),PT,11.79971
2012,Non-performing loans to total gross loans (%),PT,13.46569
2013,Non-performing loans to total gross loans (%),PT,15.11985
2014,Non-performing loans to total gross loans (%),PT,14.16531
2015,Non-performing loans to total gross loans (%),PT,13.70842
2016,Non-performing loans to total gross loans (%),PT,11.77772
2017,Non-performing loans to total gross loans (%),PT,10.04628
2018,Non-performing loans to total gross loans (%),PT,8.770334
2019,Non-performing loans to total gross loans (%),PT,7.41166
2020,Non-performing loans to total gross loans (%),PT,6.1224
2000,Regulatory Tier 1 capital to risk-weighted assets (%),PT,26.47587
2001,Regulatory Tier 1 capital to risk-weighted assets (%),PT,22.35867
2002,Regulatory Tier 1 capital to risk-weighted assets (%),PT,18.94798
2003,Regulatory Tier 1 capital to risk-weighted assets (%),PT,15.92226
2004,Regulatory Tier 1 capital to risk-weighted assets (%),PT,14.92504
2005,Regulatory Tier 1 capital to risk-weighted assets (%),PT,13.67148
2006,Regulatory Tier 1 capital to risk-weighted assets (%),PT,13.61705
2007,Regulatory Tier 1 capital to risk-weighted assets (%),PT,12.59725
2008,Regulatory Tier 1 capital to risk-weighted assets (%),PT,12.00377
2009,Regulatory Tier 1 capital to risk-weighted assets (%),PT,12.39212
2010,Regulatory Tier 1 capital to risk-weighted assets (%),PT,12.64014
2011,Regulatory Tier 1 capital to risk-weighted assets (%),PT,13.56927
2012,Regulatory Tier 1 capital to risk-weighted assets (%),PT,14.06259
2013,Regulatory Tier 1 capital to risk-weighted assets (%),PT,15.23422
2014,Regulatory Tier 1 capital to risk-weighted assets (%),PT,14.34523
2015,Regulatory Tier 1 capital to risk-weighted assets (%),PT,13.76124
2016,Regulatory Tier 1 capital to risk-weighted assets (%),PT,15.02839
2017,Regulatory Tier 1 capital to risk-weighted assets (%),PT,14.76778
2018,Regulatory Tier 1 capital to risk-weighted assets (%),PT,16.48705
2019,Regulatory Tier 1 capital to risk-weighted assets (%),PT,17.47287
2020,Regulatory Tier 1 capital to risk-weighted assets (%),PT,18.0835
2000,Regulatory capital to assets (%),PT,20.43923
2001,Regulatory capital to assets (%),PT,14.52766
2002,Regulatory capital to assets (%),PT,14.93297
2003,Regulatory capital to assets (%),PT,11.79346
2004,Regulatory capital to assets (%),PT,10.73723
2005,Regulatory capital to assets (%),PT,9.72961
2006,Regulatory capital to assets (%),PT,9.73689
2007,Regulatory capital to assets (%),PT,8.81781
2008,Regulatory capital to assets (%),PT,9.20405
2009,Regulatory capital to assets (%),PT,9.69789
2010,Regulatory capital to assets (%),PT,10.27702
2011,Regulatory capital to assets (%),PT,10.61361
