Year,Value,UNIT_MEASURE,SERIES
2000,158,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2001,141,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2002,87,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2003,84,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2004,103,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2005,87,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2006,73,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2007,99,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2008,73,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2009,74,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2010,57,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2011,59,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2012,61,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2013,54,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2014,51,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2015,46,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2016,38,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2017,32,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2018,28,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2019,25,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2020,25,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2021,23,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2022,21,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2023,20,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
2024,21,На 100.000 становника,Учесталост туберкулозе (на 100.000 становника)
