Year,Value,UNIT_MEASURE,SERIES
2015,100,Број,"Земље с националним институцијама за људска права у складу с Паришким принципима, А статус (1 = ДА; 0 = НЕ)"
2016,100,Број,"Земље с националним институцијама за људска права у складу с Паришким принципима, А статус (1 = ДА; 0 = НЕ)"
2017,100,Број,"Земље с националним институцијама за људска права у складу с Паришким принципима, А статус (1 = ДА; 0 = НЕ)"
2018,100,Број,"Земље с националним институцијама за људска права у складу с Паришким принципима, А статус (1 = ДА; 0 = НЕ)"
2019,100,Број,"Земље с националним институцијама за људска права у складу с Паришким принципима, А статус (1 = ДА; 0 = НЕ)"
2020,100,Број,"Земље с националним институцијама за људска права у складу с Паришким принципима, А статус (1 = ДА; 0 = НЕ)"
2021,100,Број,"Земље с националним институцијама за људска права у складу с Паришким принципима, А статус (1 = ДА; 0 = НЕ)"
2022,100,Број,"Земље с националним институцијама за људска права у складу с Паришким принципима, А статус (1 = ДА; 0 = НЕ)"
2023,100,Број,"Земље с националним институцијама за људска права у складу с Паришким принципима, А статус (1 = ДА; 0 = НЕ)"
2024,100,Број,"Земље с националним институцијама за људска права у складу с Паришким принципима, А статус (1 = ДА; 0 = НЕ)"
2000,0,Број,"Земље са националним институцијама за људска права у складу са Париским принципима (0 = Без статуса; 1 = Статус Б, дjелимично у складу; 2 = Статус А, у потпуности у складу)"
2005,2,Број,"Земље са националним институцијама за људска права у складу са Париским принципима (0 = Без статуса; 1 = Статус Б, дjелимично у складу; 2 = Статус А, у потпуности у складу)"
2010,2,Број,"Земље са националним институцијама за људска права у складу са Париским принципима (0 = Без статуса; 1 = Статус Б, дjелимично у складу; 2 = Статус А, у потпуности у складу)"
2015,2,Број,"Земље са националним институцијама за људска права у складу са Париским принципима (0 = Без статуса; 1 = Статус Б, дjелимично у складу; 2 = Статус А, у потпуности у складу)"
2016,2,Број,"Земље са националним институцијама за људска права у складу са Париским принципима (0 = Без статуса; 1 = Статус Б, дjелимично у складу; 2 = Статус А, у потпуности у складу)"
2017,2,Број,"Земље са националним институцијама за људска права у складу са Париским принципима (0 = Без статуса; 1 = Статус Б, дjелимично у складу; 2 = Статус А, у потпуности у складу)"
2018,2,Број,"Земље са националним институцијама за људска права у складу са Париским принципима (0 = Без статуса; 1 = Статус Б, дjелимично у складу; 2 = Статус А, у потпуности у складу)"
2019,2,Број,"Земље са националним институцијама за људска права у складу са Париским принципима (0 = Без статуса; 1 = Статус Б, дjелимично у складу; 2 = Статус А, у потпуности у складу)"
2020,2,Број,"Земље са националним институцијама за људска права у складу са Париским принципима (0 = Без статуса; 1 = Статус Б, дjелимично у складу; 2 = Статус А, у потпуности у складу)"
2021,2,Број,"Земље са националним институцијама за људска права у складу са Париским принципима (0 = Без статуса; 1 = Статус Б, дjелимично у складу; 2 = Статус А, у потпуности у складу)"
2022,2,Број,"Земље са националним институцијама за људска права у складу са Париским принципима (0 = Без статуса; 1 = Статус Б, дjелимично у складу; 2 = Статус А, у потпуности у складу)"
2023,2,Број,"Земље са националним институцијама за људска права у складу са Париским принципима (0 = Без статуса; 1 = Статус Б, дjелимично у складу; 2 = Статус А, у потпуности у складу)"
2024,2,Број,"Земље са националним институцијама за људска права у складу са Париским принципима (0 = Без статуса; 1 = Статус Б, дjелимично у складу; 2 = Статус А, у потпуности у складу)"
