Year,Value,UNIT_MEASURE,SERIES
2003,83.47171,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2004,86.24788,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2005,59.63647,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2006,61.56456,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2007,57.82445,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2008,51.96723,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2009,46.89452,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2010,49.15388,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2011,51.64659,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2012,50.37305,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2013,49.38217,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2014,48.5627,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2015,53.03225,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2016,54.53435,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2017,56.42694,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2018,56.2608,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2019,55.88266,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2020,45.34085,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2021,52.49757,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
2022,54.57984,Проценат,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а)
