Year,Value,UNIT_MEASURE,SERIES
2000,,Индеx,Индекс покривености услугама универзалне здравствене заштите
2005,,Индеx,Индекс покривености услугама универзалне здравствене заштите
2010,,Индеx,Индекс покривености услугама универзалне здравствене заштите
2015,,Индеx,Индекс покривености услугама универзалне здравствене заштите
2017,,Индеx,Индекс покривености услугама универзалне здравствене заштите
2019,,Индеx,Индекс покривености услугама универзалне здравствене заштите
2021,,Индеx,Индекс покривености услугама универзалне здравствене заштите
2000,54.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2001,54.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2002,55.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2003,55.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2004,56.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2005,56.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2006,57.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2007,57.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2008,58.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2009,58.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2010,59.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2011,60.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2012,61.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2013,62.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2014,63.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2015,64.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2016,65.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2017,62.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2018,63.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2019,64.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2020,64.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2021,64.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2022,64.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
2023,64.0,Индеx,"Индекс покривености услугама универзалног здравственог осигурања (UHC), методологија за 2025 годину"
