Year,Value,UNIT_MEASURE,SERIES
2000,85.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2001,91.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2002,80.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2003,87.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2004,84.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2005,93.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2006,87.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2007,95.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2008,91.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2009,90.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2010,89.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2011,88.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2012,92.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2013,89.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2014,86.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2015,82.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2016,78.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2017,75.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2018,73.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2019,73.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2020,72.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2021,76.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2022,75.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2023,73.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2024,79.0,Проценат,"Удио циљане популације са приступом 3 дозе вакцине против дифтерије, тетануса и великог кашља (DTP3)"
2000,74.0,Проценат,Удио циљане популације са приступом другој дози вакцине против малих богиња (MCV2)
2001,86.0,Проценат,Удио циљане популације са приступом другој дози вакцине против малих богиња (MCV2)
2002,90.0,Проценат,Удио циљане популације са приступом другој дози вакцине против малих богиња (MCV2)
2003,85.0,Проценат,Удио циљане популације са приступом другој дози вакцине против малих богиња (MCV2)
2004,88.0,Проценат,Удио циљане популације са приступом другој дози вакцине против малих богиња (MCV2)
2005,90.0,Проценат,Удио циљане популације са приступом другој дози вакцине против малих богиња (MCV2)
2006,93.0,Проценат,Удио циљане популације са приступом другој дози вакцине против малих богиња (MCV2)
2007,95.0,Проценат,Удио циљане популације са приступом другој дози вакцине против малих богиња (MCV2)
2008,92.0,Проценат,Удио циљане популације са приступом другој дози вакцине против малих богиња (MCV2)
2009,88.0,Проценат,Удио циљане популације са приступом другој дози вакцине против малих богиња (MCV2)
2010,91.0,Проценат,Удио циљане популације са приступом другој дози вакцине против малих богиња (MCV2)
