Year,Value,UNIT_MEASURE,SERIES
2000,29.17,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2001,14.99,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2002,14.99,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2003,14.99,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2004,14.99,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2005,14.99,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2006,14.99,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2007,14.99,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2008,14.99,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2009,14.99,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2010,14.99,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2011,16.33,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2012,18.03,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2013,17.2,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2014,17.35,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2015,18.35,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2016,17.18,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2017,17.93,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2018,19.07,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2019,17.63,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
2020,17.86,Проценат,Удио додате вриједности средње и високотехнолошке индустрије у односу на укупну додатну вриједност
