Year,Value,UNIT_MEASURE,SERIES
2000,0.50427,Проценат,DC_ODA_POVLG
2001,0.93124,Проценат,DC_ODA_POVLG
2002,0.13716,Проценат,DC_ODA_POVLG
2003,0.25946,Проценат,DC_ODA_POVLG
2004,0.23325,Проценат,DC_ODA_POVLG
2005,0.1206,Проценат,DC_ODA_POVLG
2006,0.14395,Проценат,DC_ODA_POVLG
2007,0.10573,Проценат,DC_ODA_POVLG
2008,0.0942,Проценат,DC_ODA_POVLG
2009,0.06307,Проценат,DC_ODA_POVLG
2010,0.14942,Проценат,DC_ODA_POVLG
2011,0.18138,Проценат,DC_ODA_POVLG
2012,0.27539,Проценат,DC_ODA_POVLG
2013,0.16629,Проценат,DC_ODA_POVLG
2014,0.09827,Проценат,DC_ODA_POVLG
2015,0.26381,Проценат,DC_ODA_POVLG
2016,0.16298,Проценат,DC_ODA_POVLG
2017,0.1349,Проценат,DC_ODA_POVLG
2018,0.07716,Проценат,DC_ODA_POVLG
2019,0.1002,Проценат,DC_ODA_POVLG
2020,0.13386,Проценат,DC_ODA_POVLG
2021,0.29906,Проценат,DC_ODA_POVLG
2022,0.14949,Проценат,DC_ODA_POVLG
