Year,SERIES,UNIT_MEASURE,Value
2006,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,199.34791
2007,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,158.43675
2008,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,136.39798
2009,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,198.30045
2010,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,234.77573
2011,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,230.76883
2012,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,221.64994
2013,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,454.08101
2014,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,531.42066
2015,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,79.26846
2016,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,64.90337
2017,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,208.68192
2018,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,174.57307
2019,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,258.83735
2020,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,148.96845
2021,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,300.64086
2022,"Укупни званични токови (обавезе) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,37.49506
2006,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,77.25936
2007,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,91.99096
2008,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,115.67267
2009,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,101.09137
2010,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,124.57121
2011,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,292.58567
2012,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,312.12783
2013,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,247.14054
2014,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,248.69261
2015,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,156.66325
2016,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,228.75341
2017,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,229.35267
2018,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,201.95439
2019,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,204.05818
2020,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,269.22837
2021,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,263.2915
2022,"Укупни званични токови (исплате) за помоћ трговини, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,170.11841
