Year,SERIES,UNIT_MEASURE,Value
2003,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,83.47171
2004,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,86.24788
2005,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,59.63647
2006,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,61.56456
2007,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,57.82445
2008,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,51.96723
2009,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,46.89452
2010,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,49.15388
2011,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,51.64659
2012,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,50.37305
2013,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,49.38217
2014,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,48.5627
2015,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,53.03225
2016,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,54.53435
2017,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,56.92052
2018,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,56.81212
2019,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,56.38951
2020,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,45.70763
2021,Удио домаћег буџета који се финансира из домаћих пореза (% БДП-а),Проценат,53.0608
