Year,SERIES,UNIT_MEASURE,Value
2010,"Укупни званични токови за стипендије, по земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,1.349218
2011,"Укупни званични токови за стипендије, по земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,1.567778
2012,"Укупни званични токови за стипендије, по земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,1.765286
2013,"Укупни званични токови за стипендије, по земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,2.311288
2014,"Укупни званични токови за стипендије, по земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,2.119057
2015,"Укупни званични токови за стипендије, по земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,2.119057
2016,"Укупни званични токови за стипендије, по земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,1.992465
2017,"Укупни званични токови за стипендије, по земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,3.16746
2018,"Укупни званични токови за стипендије, по земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,4.587223
2019,"Укупни званични токови за стипендије, по земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,5.74539
2020,"Укупни званични токови за стипендије, по земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,3.832425
2021,"Укупни званични токови за стипендије, по земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,3.739739
2022,"Укупни званични токови за стипендије, по земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,3.154642
2023,"Укупни званични токови за стипендије, по земљама примаоцима (милиони константних америчких долара из 2023. године)",Милиони константни амерички долари,3.816201
