Year,SERIES,UNIT_MEASURE,Value
2005,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,731
2006,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,1196
2007,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,1281
2008,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,1295
2009,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,580
2010,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,936
2011,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,668
2012,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,1091
2013,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,986
2014,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,551
2015,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,946
2016,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,656
2017,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,1008
2018,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,993
2019,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,691
2020,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,789
2021,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,1094
2022,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,434
2023,"Укупна помоћ за развој, по земљама примаоцима (милиони текућих америчких долара)",Mилиони текућих америчких долара,621
