Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2000,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.54945
2005,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.54348
2010,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.53476
2015,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.5319
2016,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.5319
2017,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.5291
2018,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.5291
2019,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.5291
2020,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.5291
2021,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.5291
2022,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.5291
2023,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.5291
2000,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.57471
2005,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.5618
2010,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.54945
2015,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.5435
2016,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.5435
2017,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.5435
2018,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.5435
