Year,SERIES,UNIT_MEASURE,Value
2000,Удио порода уз присуство квалификованих здравствених радника,Проценат,98.9
2001,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2002,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2003,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2004,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2005,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2006,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2007,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2008,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2009,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2010,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2011,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2012,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2014,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2015,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2016,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2017,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
2018,Удио порода уз присуство квалификованих здравствених радника,Проценат,99.9
