Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2000,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2022.)",Милиони константни амерички долари,Сви обновљиви извори енергије,0.0
2001,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2022.)",Милиони константни амерички долари,Сви обновљиви извори енергије,6.82
2002,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2022.)",Милиони константни амерички долари,Сви обновљиви извори енергије,0.3
2003,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2022.)",Милиони константни амерички долари,Сви обновљиви извори енергије,0.0
2004,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2022.)",Милиони константни амерички долари,Сви обновљиви извори енергије,7.33
2005,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2022.)",Милиони константни амерички долари,Сви обновљиви извори енергије,0.0
2006,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2022.)",Милиони константни амерички долари,Сви обновљиви извори енергије,12.81
2007,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2022.)",Милиони константни амерички долари,Сви обновљиви извори енергије,0.28
2008,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2022.)",Милиони константни амерички долари,Сви обновљиви извори енергије,23.54
2009,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2022.)",Милиони константни амерички долари,Сви обновљиви извори енергије,0.11
2010,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2022.)",Милиони константни амерички долари,Сви обновљиви извори енергије,97.29
2011,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2022.)",Милиони константни амерички долари,Сви обновљиви извори енергије,67.83
2012,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2022.)",Милиони константни амерички долари,Сви обновљиви извори енергије,1.03
2013,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2022.)",Милиони константни амерички долари,Сви обновљиви извори енергије,97.9
