Year,SERIES,UNIT_MEASURE,Value
2000,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.50427
2001,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.93124
2002,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.13716
2003,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.25946
2004,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.23325
2005,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.1206
2006,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.14395
2007,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.10573
2008,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.0942
2009,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.06307
2010,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.14942
2011,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.18138
2012,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.27539
2013,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.16629
2014,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.09827
2015,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.26381
2016,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.16298
2017,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.1349
2018,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.07716
2019,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.1002
2020,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.13386
2021,Званични грантови за развојну помоћ за смањење сиромаштва по земљама примаоцима (проценат БНД-а),Проценат,0.3118
