Year,Value,UNIT_MEASURE,SERIES
2001,,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2002,,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2003,,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2004,,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2005,,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2006,,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2007,,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2008,,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2009,,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2010,6.8,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2011,,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2012,,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2013,,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2014,,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2015,6.04,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2016,6.17,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2017,5.43,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2018,5.72,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2019,5.45,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2020,5.91,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2021,5.02,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2022,4.83,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2023,4.35,Procenat,Udio dodane vrijednosti poljoprivrede u BDP-u
2003,,Index,Indeks poljoprivredne orijentacije za državne rashode
2004,,Index,Indeks poljoprivredne orijentacije za državne rashode
2005,,Index,Indeks poljoprivredne orijentacije za državne rashode
2006,,Index,Indeks poljoprivredne orijentacije za državne rashode
2007,,Index,Indeks poljoprivredne orijentacije za državne rashode
2008,,Index,Indeks poljoprivredne orijentacije za državne rashode
2009,,Index,Indeks poljoprivredne orijentacije za državne rashode
2010,0.25,Index,Indeks poljoprivredne orijentacije za državne rashode
2011,,Index,Indeks poljoprivredne orijentacije za državne rashode
2012,,Index,Indeks poljoprivredne orijentacije za državne rashode
2013,,Index,Indeks poljoprivredne orijentacije za državne rashode
2014,,Index,Indeks poljoprivredne orijentacije za državne rashode
2015,0.31,Index,Indeks poljoprivredne orijentacije za državne rashode
2016,0.25,Index,Indeks poljoprivredne orijentacije za državne rashode
2017,0.3,Index,Indeks poljoprivredne orijentacije za državne rashode
2018,0.26,Index,Indeks poljoprivredne orijentacije za državne rashode
2019,0.27,Index,Indeks poljoprivredne orijentacije za državne rashode
2020,0.3,Index,Indeks poljoprivredne orijentacije za državne rashode
2021,0.34,Index,Indeks poljoprivredne orijentacije za državne rashode
2022,0.4,Index,Indeks poljoprivredne orijentacije za državne rashode
2023,0.51,Index,Indeks poljoprivredne orijentacije za državne rashode
2003,,Procenat,Udio poljoprivrede u državnim rashodima (%)
2004,,Procenat,Udio poljoprivrede u državnim rashodima (%)
2005,,Procenat,Udio poljoprivrede u državnim rashodima (%)
2006,,Procenat,Udio poljoprivrede u državnim rashodima (%)
2007,,Procenat,Udio poljoprivrede u državnim rashodima (%)
2008,,Procenat,Udio poljoprivrede u državnim rashodima (%)
2009,,Procenat,Udio poljoprivrede u državnim rashodima (%)
2010,1.72,Procenat,Udio poljoprivrede u državnim rashodima (%)
2011,,Procenat,Udio poljoprivrede u državnim rashodima (%)
2012,,Procenat,Udio poljoprivrede u državnim rashodima (%)
2013,,Procenat,Udio poljoprivrede u državnim rashodima (%)
2014,,Procenat,Udio poljoprivrede u državnim rashodima (%)
2015,1.86,Procenat,Udio poljoprivrede u državnim rashodima (%)
2016,1.55,Procenat,Udio poljoprivrede u državnim rashodima (%)
2017,1.65,Procenat,Udio poljoprivrede u državnim rashodima (%)
2018,1.51,Procenat,Udio poljoprivrede u državnim rashodima (%)
2019,1.49,Procenat,Udio poljoprivrede u državnim rashodima (%)
2020,1.8,Procenat,Udio poljoprivrede u državnim rashodima (%)
2021,1.72,Procenat,Udio poljoprivrede u državnim rashodima (%)
2022,1.95,Procenat,Udio poljoprivrede u državnim rashodima (%)
2023,2.21,Procenat,Udio poljoprivrede u državnim rashodima (%)
