Year,Value,UNIT_MEASURE,SERIES
2016,,Index,Indeks performansi izvora podataka (Stub statističkih pokazatelja učinka 4) (Indeks)
2017,,Index,Indeks performansi izvora podataka (Stub statističkih pokazatelja učinka 4) (Indeks)
2018,,Index,Indeks performansi izvora podataka (Stub statističkih pokazatelja učinka 4) (Indeks)
2019,,Index,Indeks performansi izvora podataka (Stub statističkih pokazatelja učinka 4) (Indeks)
2020,55.7833,Index,Indeks performansi izvora podataka (Stub statističkih pokazatelja učinka 4) (Indeks)
2022,62.8417,Index,Indeks performansi izvora podataka (Stub statističkih pokazatelja učinka 4) (Indeks)
2016,65.0,Index,Indeks performansi podatkovne infrastrukture (Stub statističkih pokazatelja učinka 5) (Indeks)
2017,65.0,Index,Indeks performansi podatkovne infrastrukture (Stub statističkih pokazatelja učinka 5) (Indeks)
2018,60.0,Index,Indeks performansi podatkovne infrastrukture (Stub statističkih pokazatelja učinka 5) (Indeks)
2019,60.0,Index,Indeks performansi podatkovne infrastrukture (Stub statističkih pokazatelja učinka 5) (Indeks)
2020,60.0,Index,Indeks performansi podatkovne infrastrukture (Stub statističkih pokazatelja učinka 5) (Indeks)
2021,80.0,Index,Indeks performansi podatkovne infrastrukture (Stub statističkih pokazatelja učinka 5) (Indeks)
2022,80.0,Index,Indeks performansi podatkovne infrastrukture (Stub statističkih pokazatelja učinka 5) (Indeks)
2022,48.6,Index,Indeks pokrivenosti Open Data Inventory (ODIN)
2024,51.4,Index,Indeks pokrivenosti Open Data Inventory (ODIN)
