Year,Value,UNIT_MEASURE,SERIES
2014,86.0,Procenat,SH_ACS_DTP3
2015,82.0,Procenat,SH_ACS_DTP3
2016,78.0,Procenat,SH_ACS_DTP3
2017,75.0,Procenat,SH_ACS_DTP3
2018,73.0,Procenat,SH_ACS_DTP3
2019,73.0,Procenat,SH_ACS_DTP3
2020,72.0,Procenat,SH_ACS_DTP3
2021,76.0,Procenat,SH_ACS_DTP3
2022,75.0,Procenat,SH_ACS_DTP3
2014,92.0,Procenat,SH_ACS_MCV2
2015,88.0,Procenat,SH_ACS_MCV2
2016,78.0,Procenat,SH_ACS_MCV2
2017,80.0,Procenat,SH_ACS_MCV2
2018,76.0,Procenat,SH_ACS_MCV2
2019,68.0,Procenat,SH_ACS_MCV2
2020,60.0,Procenat,SH_ACS_MCV2
2021,63.0,Procenat,SH_ACS_MCV2
2022,60.0,Procenat,SH_ACS_MCV2
2008,,Procenat,SH_ACS_PCV3
2009,,Procenat,SH_ACS_PCV3
2010,,Procenat,SH_ACS_PCV3
2011,,Procenat,SH_ACS_PCV3
2012,,Procenat,SH_ACS_PCV3
2013,,Procenat,SH_ACS_PCV3
2014,,Procenat,SH_ACS_PCV3
2015,,Procenat,SH_ACS_PCV3
2016,,Procenat,SH_ACS_PCV3
2017,,Procenat,SH_ACS_PCV3
2018,,Procenat,SH_ACS_PCV3
2019,,Procenat,SH_ACS_PCV3
