Year,Value,UNIT_MEASURE,SERIES
2006,17.0,Procenat,Zaposlenost u  prerađivačkoj industriji  kao udio ukupne zaposlenosti
2007,17.9,Procenat,Zaposlenost u  prerađivačkoj industriji  kao udio ukupne zaposlenosti
2008,16.6,Procenat,Zaposlenost u  prerađivačkoj industriji  kao udio ukupne zaposlenosti
2009,16.4,Procenat,Zaposlenost u  prerađivačkoj industriji  kao udio ukupne zaposlenosti
2010,16.8,Procenat,Zaposlenost u  prerađivačkoj industriji  kao udio ukupne zaposlenosti
2011,16.0,Procenat,Zaposlenost u  prerađivačkoj industriji  kao udio ukupne zaposlenosti
2012,15.5,Procenat,Zaposlenost u  prerađivačkoj industriji  kao udio ukupne zaposlenosti
2013,16.0,Procenat,Zaposlenost u  prerađivačkoj industriji  kao udio ukupne zaposlenosti
2014,16.1,Procenat,Zaposlenost u  prerađivačkoj industriji  kao udio ukupne zaposlenosti
2015,16.1,Procenat,Zaposlenost u  prerađivačkoj industriji  kao udio ukupne zaposlenosti
2016,17.3,Procenat,Zaposlenost u  prerađivačkoj industriji  kao udio ukupne zaposlenosti
2017,16.5,Procenat,Zaposlenost u  prerađivačkoj industriji  kao udio ukupne zaposlenosti
2018,17.7,Procenat,Zaposlenost u  prerađivačkoj industriji  kao udio ukupne zaposlenosti
2019,18.6,Procenat,Zaposlenost u  prerađivačkoj industriji  kao udio ukupne zaposlenosti
