Year,Value,UNIT_MEASURE,SERIES
2015,2.86,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, ocjena trenda (PROXY)"
2016,4.0,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, ocjena trenda (PROXY)"
2017,2.86,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, ocjena trenda (PROXY)"
2018,4.29,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, ocjena trenda (PROXY)"
2019,3.43,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, ocjena trenda (PROXY)"
2020,3.86,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, ocjena trenda (PROXY)"
2021,3.43,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, ocjena trenda (PROXY)"
2022,4.0,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, ocjena trenda (PROXY)"
2023,4.0,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, ocjena trenda (PROXY)"
2024,4.0,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, ocjena trenda (PROXY)"
2015,2.57,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, trenutni statusni rezultat (PROXY)"
2016,2.57,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, trenutni statusni rezultat (PROXY)"
2017,2.71,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, trenutni statusni rezultat (PROXY)"
2018,2.86,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, trenutni statusni rezultat (PROXY)"
2019,2.86,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, trenutni statusni rezultat (PROXY)"
2020,2.86,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, trenutni statusni rezultat (PROXY)"
2021,3.0,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, trenutni statusni rezultat (PROXY)"
2022,3.29,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, trenutni statusni rezultat (PROXY)"
2023,3.43,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, trenutni statusni rezultat (PROXY)"
2024,3.43,Rezultat,"Napredak prema produktivnoj i održivoj poljoprivredi, trenutni statusni rezultat (PROXY)"
