Year,Value,UNIT_MEASURE,SERIES
2000,20.09,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2001,43.6,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2002,10.37,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2003,14.92,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2004,45.95,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2005,22.07,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2006,17.24,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2007,18.18,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2008,15.69,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2009,19.39,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2010,30.86,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2011,47.38,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2012,46.88,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2013,40.77,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2014,47.15,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2015,75.76,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2016,53.98,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2017,53.99,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2018,18.43,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2019,29.95,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2020,24.44,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2021,22.15,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2022,7.79,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
2023,21.92,Milioni konstantni američki dolari,"Ukupna zvanična razvojna pomoć (bruto isplata) za vodosnabdijevanje i kanalizaciju, prema zemljama primaocima (milioni američkih dolara konstanta 2023.)"
