Year,Value,UNIT_MEASURE,SERIES
2000,17,Na 100 000 živorođenih,Stopa smrtnosti majki
2001,16,Na 100 000 živorođenih,Stopa smrtnosti majki
2002,14,Na 100 000 živorođenih,Stopa smrtnosti majki
2003,14,Na 100 000 živorođenih,Stopa smrtnosti majki
2004,14,Na 100 000 živorođenih,Stopa smrtnosti majki
2005,13,Na 100 000 živorođenih,Stopa smrtnosti majki
2006,13,Na 100 000 živorođenih,Stopa smrtnosti majki
2007,13,Na 100 000 živorođenih,Stopa smrtnosti majki
2008,11,Na 100 000 živorođenih,Stopa smrtnosti majki
2009,11,Na 100 000 živorođenih,Stopa smrtnosti majki
2010,11,Na 100 000 živorođenih,Stopa smrtnosti majki
2011,10,Na 100 000 živorođenih,Stopa smrtnosti majki
2012,10,Na 100 000 živorođenih,Stopa smrtnosti majki
2013,10,Na 100 000 živorođenih,Stopa smrtnosti majki
2014,10,Na 100 000 živorođenih,Stopa smrtnosti majki
2015,10,Na 100 000 živorođenih,Stopa smrtnosti majki
2016,10,Na 100 000 živorođenih,Stopa smrtnosti majki
2017,10,Na 100 000 živorođenih,Stopa smrtnosti majki
