Year,Value,UNIT_MEASURE,SERIES
2000,,Index,Indeks pokrivenosti uslugama univerzalne zdravstvene zaštite
2005,,Index,Indeks pokrivenosti uslugama univerzalne zdravstvene zaštite
2010,,Index,Indeks pokrivenosti uslugama univerzalne zdravstvene zaštite
2015,,Index,Indeks pokrivenosti uslugama univerzalne zdravstvene zaštite
2017,,Index,Indeks pokrivenosti uslugama univerzalne zdravstvene zaštite
2019,,Index,Indeks pokrivenosti uslugama univerzalne zdravstvene zaštite
2021,,Index,Indeks pokrivenosti uslugama univerzalne zdravstvene zaštite
2000,54.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2001,54.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2002,55.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2003,55.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2004,56.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2005,56.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2006,57.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2007,57.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2008,58.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2009,58.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2010,59.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2011,60.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2012,61.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2013,62.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2014,63.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2015,64.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2016,65.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2017,62.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2018,63.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2019,64.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2020,64.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2021,64.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2022,64.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
2023,64.0,Index,"Indeks pokrivenosti uslugama univerzalnog zdravstvenog osiguranja (UHC), metodologija za 2025 godinu"
