Year,Value,UNIT_MEASURE,SERIES
2010,1,Broj,Broj ljudi kojima su potrebne intervencije protiv zanemarenih tropskih bolesti
2011,0,Broj,Broj ljudi kojima su potrebne intervencije protiv zanemarenih tropskih bolesti
2012,0,Broj,Broj ljudi kojima su potrebne intervencije protiv zanemarenih tropskih bolesti
2013,1,Broj,Broj ljudi kojima su potrebne intervencije protiv zanemarenih tropskih bolesti
2014,2,Broj,Broj ljudi kojima su potrebne intervencije protiv zanemarenih tropskih bolesti
2015,0,Broj,Broj ljudi kojima su potrebne intervencije protiv zanemarenih tropskih bolesti
2016,0,Broj,Broj ljudi kojima su potrebne intervencije protiv zanemarenih tropskih bolesti
2017,0,Broj,Broj ljudi kojima su potrebne intervencije protiv zanemarenih tropskih bolesti
2018,0,Broj,Broj ljudi kojima su potrebne intervencije protiv zanemarenih tropskih bolesti
2019,0,Broj,Broj ljudi kojima su potrebne intervencije protiv zanemarenih tropskih bolesti
2020,0,Broj,Broj ljudi kojima su potrebne intervencije protiv zanemarenih tropskih bolesti
2021,0,Broj,Broj ljudi kojima su potrebne intervencije protiv zanemarenih tropskih bolesti
