Year,SERIES,UNIT_MEASURE,Value
2000,DC_TOF_HLTHL,CON_USD_M,10.251391
2001,DC_TOF_HLTHL,CON_USD_M,5.959862
2002,DC_TOF_HLTHL,CON_USD_M,5.934297
2003,DC_TOF_HLTHL,CON_USD_M,9.059809
2004,DC_TOF_HLTHL,CON_USD_M,5.036098
2005,DC_TOF_HLTHL,CON_USD_M,4.411064
2006,DC_TOF_HLTHL,CON_USD_M,16.544659
2007,DC_TOF_HLTHL,CON_USD_M,10.931366
2008,DC_TOF_HLTHL,CON_USD_M,7.820505
2009,DC_TOF_HLTHL,CON_USD_M,2.888924
2010,DC_TOF_HLTHL,CON_USD_M,8.542935
2011,DC_TOF_HLTHL,CON_USD_M,8.542935
2012,DC_TOF_HLTHL,CON_USD_M,6.679893
2013,DC_TOF_HLTHL,CON_USD_M,7.360304
2014,DC_TOF_HLTHL,CON_USD_M,6.120338
2015,DC_TOF_HLTHL,CON_USD_M,5.778315
2016,DC_TOF_HLTHL,CON_USD_M,41.223796
2017,DC_TOF_HLTHL,CON_USD_M,39.861176
2018,DC_TOF_HLTHL,CON_USD_M,14.74644
2019,DC_TOF_HLTHL,CON_USD_M,9.97931
2020,DC_TOF_HLTHL,CON_USD_M,17.55748
2021,DC_TOF_HLTHL,CON_USD_M,59.916874
2022,DC_TOF_HLTHL,CON_USD_M,37.775416
2023,DC_TOF_HLTHL,CON_USD_M,24.030557
2010,DC_TOF_HLTHNT,CON_USD_M,8.4813
2011,DC_TOF_HLTHNT,CON_USD_M,6.6205
2012,DC_TOF_HLTHNT,CON_USD_M,7.2954
2013,DC_TOF_HLTHNT,CON_USD_M,5.7514
2014,DC_TOF_HLTHNT,CON_USD_M,11.344
2015,DC_TOF_HLTHNT,CON_USD_M,4.7808
2016,DC_TOF_HLTHNT,CON_USD_M,39.367
2017,DC_TOF_HLTHNT,CON_USD_M,37.458
2018,DC_TOF_HLTHNT,CON_USD_M,11.470
2019,DC_TOF_HLTHNT,CON_USD_M,6.6491
2020,DC_TOF_HLTHNT,CON_USD_M,12.858
2021,DC_TOF_HLTHNT,CON_USD_M,52.9241
2022,DC_TOF_HLTHNT,CON_USD_M,30.5069
2023,DC_TOF_HLTHNT,CON_USD_M,15.2903
