Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2012,EG_EGY_RNEW,W_PER_CAPITA,ALL,463.08759
2013,EG_EGY_RNEW,W_PER_CAPITA,ALL,470.87276
2014,EG_EGY_RNEW,W_PER_CAPITA,ALL,481.23811
2015,EG_EGY_RNEW,W_PER_CAPITA,ALL,489.57275
2016,EG_EGY_RNEW,W_PER_CAPITA,ALL,510.1026
2017,EG_EGY_RNEW,W_PER_CAPITA,ALL,525.66448
2018,EG_EGY_RNEW,W_PER_CAPITA,ALL,554.6819
2019,EG_EGY_RNEW,W_PER_CAPITA,ALL,574.40226
2020,EG_EGY_RNEW,W_PER_CAPITA,ALL,588.47212
2021,EG_EGY_RNEW,W_PER_CAPITA,ALL,623.21477
2022,EG_EGY_RNEW,W_PER_CAPITA,ALL,646.18469
2012,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0
2013,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0
2014,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0
2015,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0
2016,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.28727
2017,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.2907
2018,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.36469
2019,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.6576
2020,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,0.63585
2021,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,3.12142
2022,EG_EGY_RNEW,W_PER_CAPITA,BIOENERGY,3.15754
2012,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0
2013,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0
2014,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0
2015,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0
2016,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0
2017,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0
2018,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0
2019,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0
2020,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0
2021,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0
2022,EG_EGY_RNEW,W_PER_CAPITA,GEOTHERMAL,0
2012,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,462.91096
2013,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,470.41969
2014,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,479.14741
2015,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,487.16945
2016,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,505.67282
2017,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,520.63545
2018,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,533.97974
2019,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,541.20691
2020,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,551.10479
2021,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,561.54448
2022,EG_EGY_RNEW,W_PER_CAPITA,HYDROPOWER,568.04244
2012,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0
2013,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0
2014,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0
2015,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0
2016,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0
2017,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0
2018,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0
2019,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0
2020,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0
2021,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0
2022,EG_EGY_RNEW,W_PER_CAPITA,MARINE,0
2012,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.09498
2013,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,0.37014
2014,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,2.00668
2015,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,2.31818
2016,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,4.05632
2017,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,4.65113
2018,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,5.33803
2019,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,6.65038
2020,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,10.51408
2021,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,17.27636
2022,EG_EGY_RNEW,W_PER_CAPITA,SOLAR,33.23462
2012,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.08165
2013,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.08293
2014,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.08401
2015,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.08512
2016,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.08618
2017,EG_EGY_RNEW,W_PER_CAPITA,WIND,0.08721
2018,EG_EGY_RNEW,W_PER_CAPITA,WIND,14.99943
2019,EG_EGY_RNEW,W_PER_CAPITA,WIND,25.88738
2020,EG_EGY_RNEW,W_PER_CAPITA,WIND,26.2174
2021,EG_EGY_RNEW,W_PER_CAPITA,WIND,41.2725
2022,EG_EGY_RNEW,W_PER_CAPITA,WIND,41.75009
