Year,SERIES,UNIT_MEASURE,Value
2014,SH_ACS_DTP3,Postotak,86.0
2015,SH_ACS_DTP3,Postotak,82.0
2016,SH_ACS_DTP3,Postotak,78.0
2017,SH_ACS_DTP3,Postotak,75.0
2018,SH_ACS_DTP3,Postotak,73.0
2019,SH_ACS_DTP3,Postotak,73.0
2020,SH_ACS_DTP3,Postotak,72.0
2021,SH_ACS_DTP3,Postotak,76.0
2022,SH_ACS_DTP3,Postotak,75.0
2014,SH_ACS_MCV2,Postotak,92.0
2015,SH_ACS_MCV2,Postotak,88.0
2016,SH_ACS_MCV2,Postotak,78.0
2017,SH_ACS_MCV2,Postotak,80.0
2018,SH_ACS_MCV2,Postotak,76.0
2019,SH_ACS_MCV2,Postotak,68.0
2020,SH_ACS_MCV2,Postotak,60.0
2021,SH_ACS_MCV2,Postotak,63.0
2022,SH_ACS_MCV2,Postotak,60.0
2008,SH_ACS_PCV3,Postotak,
2009,SH_ACS_PCV3,Postotak,
2010,SH_ACS_PCV3,Postotak,
2011,SH_ACS_PCV3,Postotak,
2012,SH_ACS_PCV3,Postotak,
2013,SH_ACS_PCV3,Postotak,
2014,SH_ACS_PCV3,Postotak,
2015,SH_ACS_PCV3,Postotak,
2016,SH_ACS_PCV3,Postotak,
2017,SH_ACS_PCV3,Postotak,
2018,SH_ACS_PCV3,Postotak,
2019,SH_ACS_PCV3,Postotak,
