Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2000,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.54945
2005,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.54348
2010,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.53476
2015,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.5319
2016,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.5319
2017,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.5291
2018,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.5291
2019,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.5291
2020,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.5291
2021,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.5291
2022,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.5291
2023,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.5291
2000,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna financijska korporacija,0.57471
2005,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna financijska korporacija,0.5618
2010,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna financijska korporacija,0.54945
2015,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna financijska korporacija,0.5435
2016,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna financijska korporacija,0.5435
2017,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna financijska korporacija,0.5435
2018,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna financijska korporacija,0.5435
2019,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna financijska korporacija,0.5435
2020,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna financijska korporacija,0.5405
2021,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna financijska korporacija,0.5405
2022,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna financijska korporacija,0.5376
2023,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna financijska korporacija,0.5376
2000,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodni monetarni fond,0.5618
2005,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodni monetarni fond,0.55249
2010,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodni monetarni fond,0.54945
2015,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodni monetarni fond,0.5319
2016,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodni monetarni fond,0.5319
2017,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodni monetarni fond,0.5291
2018,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodni monetarni fond,0.5291
2019,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodni monetarni fond,0.5291
2020,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodni monetarni fond,0.5291
2021,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodni monetarni fond,0.5263
2022,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodni monetarni fond,0.5263
2023,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodni monetarni fond,0.5263
2000,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Generalna skupština UN-a,0.5291
2005,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Generalna skupština UN-a,0.52356
2010,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Generalna skupština UN-a,0.52083
2015,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Generalna skupština UN-a,0.5181
2016,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Generalna skupština UN-a,0.5181
2017,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Generalna skupština UN-a,0.5181
2018,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Generalna skupština UN-a,0.5181
2019,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Generalna skupština UN-a,0.5181
2020,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Generalna skupština UN-a,0.5181
2021,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Generalna skupština UN-a,0.5181
2022,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Generalna skupština UN-a,0.5181
2023,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Generalna skupština UN-a,0.5181
2010,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Vijeće sigurnosti UN-a,6.6667
2000,"Udio prava glasa zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.54945
2005,"Udio prava glasa zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.54348
2010,"Udio prava glasa zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.53476
2015,"Udio prava glasa zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.53191
2016,"Udio prava glasa zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",Postotak,Međunarodna banka za obnovu i razvitak,0.05
