Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2000,"Međunarodni financijski tokovi u zemlje u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnje obnovljive energije, uključujući hibridne sustave (milijuni konstantnih USD 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,0.0
2001,"Međunarodni financijski tokovi u zemlje u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnje obnovljive energije, uključujući hibridne sustave (milijuni konstantnih USD 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,6.82
2002,"Međunarodni financijski tokovi u zemlje u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnje obnovljive energije, uključujući hibridne sustave (milijuni konstantnih USD 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,0.3
2003,"Međunarodni financijski tokovi u zemlje u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnje obnovljive energije, uključujući hibridne sustave (milijuni konstantnih USD 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,0.0
2004,"Međunarodni financijski tokovi u zemlje u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnje obnovljive energije, uključujući hibridne sustave (milijuni konstantnih USD 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,7.33
2005,"Međunarodni financijski tokovi u zemlje u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnje obnovljive energije, uključujući hibridne sustave (milijuni konstantnih USD 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,0.0
2006,"Međunarodni financijski tokovi u zemlje u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnje obnovljive energije, uključujući hibridne sustave (milijuni konstantnih USD 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,12.81
2007,"Međunarodni financijski tokovi u zemlje u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnje obnovljive energije, uključujući hibridne sustave (milijuni konstantnih USD 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,0.28
2008,"Međunarodni financijski tokovi u zemlje u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnje obnovljive energije, uključujući hibridne sustave (milijuni konstantnih USD 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,23.54
2009,"Međunarodni financijski tokovi u zemlje u razvoju kao podrška istraživanju i razvoju čiste energije i proizvodnje obnovljive energije, uključujući hibridne sustave (milijuni konstantnih USD 2022.)",Milioni konstantni američki dolari,Svi obnovljivi izvori energije,0.11
