Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2000,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna banka za obnovu i razvitak,0.54945
2005,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna banka za obnovu i razvitak,0.54348
2010,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna banka za obnovu i razvitak,0.53476
2015,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna banka za obnovu i razvitak,0.53191
2016,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna banka za obnovu i razvitak,0.53191
2017,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna banka za obnovu i razvitak,0.5291
2018,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna banka za obnovu i razvitak,0.5291
2019,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna banka za obnovu i razvitak,0.5291
2020,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna banka za obnovu i razvitak,0.5291
2021,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna banka za obnovu i razvitak,0.5291
2022,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna banka za obnovu i razvitak,0.5291
2000,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna financijska korporacija,0.57471
2005,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna financijska korporacija,0.5618
2010,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna financijska korporacija,0.54945
2015,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna financijska korporacija,0.54348
2016,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna financijska korporacija,0.54348
2017,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna financijska korporacija,0.54348
2018,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna financijska korporacija,0.54348
2019,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna financijska korporacija,0.54054
2020,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna financijska korporacija,0.54054
2021,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna financijska korporacija,0.54054
2022,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodna financijska korporacija,0.5376
2000,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodni monetarni fond,0.5618
2005,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodni monetarni fond,0.55249
2010,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodni monetarni fond,0.54945
2015,"Udio članova zemalja u razvoju u međunarodnim organizacijama, prema organizaciji",PT,Međunarodni monetarni fond,0.53191
